Item CD,Item name,Cost item type, Std. cost per unit ,Base qty.,Unit
MN137V1111,EC STS 2000-S 5M-230G (Slab),Raw Material, 303.77 ,1,Pieces
MN137W1111,EC STS 2000-S 5M-285G (Slab),Raw Material, 376.36 ,1,Pieces
MN137X1111,EC STS 2000-S 5M-305G (Slab),Raw Material, 401.74 ,1,Pieces
MN137Y1111,EC STS 2000-S 5M-570G (Slab),Raw Material, 752.37 ,1,Pieces
MN137Z1111,EC STS 2000-S 5M-780G (Slab),Raw Material," 1,032.53 ",1,Pieces
MN13811111,EC STS 2000-S 5M-870G (Slab),Raw Material," 1,152.00 ",1,Pieces
MN13821111,EC STS 2000-S 5M-1025G (Slab),Raw Material," 1,244.32 ",1,Pieces
MN13831111,EC STS 2000-S 5M-1050G (Slab),Raw Material," 1,383.87 ",1,Pieces
MN13841111,EC STS 2000-S 5M-1085G (Slab),Raw Material," 1,413.12 ",1,Pieces
MN13851111,EC STS 2000-S 5M-1135G (Slab),Raw Material," 1,437.09 ",1,Pieces
MN13861111,EC STS 2000-S 5M-1145G (Slab),Raw Material," 1,441.67 ",1,Pieces
MN13871111,EC STS 2000-S 5M-1225G (Slab),Raw Material," 1,364.85 ",1,Pieces
MN13881111,EC STS 2000-S 5M-1260G (Slab),Raw Material," 1,498.76 ",1,Pieces
MN13891111,EC STS 2000-S 5M-1270G (Slab),Raw Material," 1,502.28 ",1,Pieces
MN138A1111,EC STS 2000-S 5M-1350G (Slab),Raw Material," 1,541.40 ",1,Pieces
MN138B1111,EC STS 2000-S 5M-1420G (Slab),Raw Material," 1,452.24 ",1,Pieces
MN138C1111,EC STS 2000-S 5M-1595G (Slab),Raw Material," 1,661.21 ",1,Pieces
MN138D1111,EC STS 2000-S 5M-1715G (Slab),Raw Material," 1,720.42 ",1,Pieces
MN138E1111,EC STS 2000-S 5M-1800G (Slab),Raw Material," 1,622.80 ",1,Pieces
MN138F1111,EC STS 2000-S 5M-2000G (Slab),Raw Material," 1,858.56 ",1,Pieces
MN138G1111,EC STS 2000-S 5M-225G (Slab),Raw Material, 297.07 ,1,Pieces
MN138H1111,EC STS 2000-S 5M-255G (Slab),Raw Material, 336.54 ,1,Pieces
MN138J1111,EC STS 2000-S 5M-300G (Slab),Raw Material, 394.34 ,1,Pieces
MN138K1111,EC STS 2000-S 5M-320G (Slab),Raw Material, 420.77 ,1,Pieces
MN138L1111,EC STS 2000-S 5M-350G (Slab),Raw Material, 461.64 ,1,Pieces
MN138M1111,EC STS 2000-S 5M-375G (Slab),Raw Material, 494.42 ,1,Pieces
MN138N1111,EC STS 2000-S 5M-380G (Slab),Raw Material, 461.64 ,1,Pieces
MN138P1111,EC STS 2000-S 5M-390G (Slab),Raw Material, 513.80 ,1,Pieces
MN138Q1111,EC STS 2000-S 5M-400G (Slab),Raw Material, 527.54 ,1,Pieces
MN138R1111,EC STS 2000-S 5M-410G (Slab),Raw Material, 494.42 ,1,Pieces
MN138S1111,EC STS 2000-S 5M-420G (Slab),Raw Material, 553.62 ,1,Pieces
MN138T1111,EC STS 2000-S 5M-425G (Slab),Raw Material, 558.20 ,1,Pieces
MN138U1111,EC STS 2000-S 5M-435G (Slab),Raw Material, 573.71 ,1,Pieces
MN138V1111,EC STS 2000-S 5M-445G (Slab),Raw Material, 540.93 ,1,Pieces
MN138W1111,EC STS 2000-S 5M-450G (Slab),Raw Material, 592.38 ,1,Pieces
MN138X1111,EC STS 2000-S 5M-475G (Slab),Raw Material, 626.21 ,1,Pieces
MN138Y1111,EC STS 2000-S 5M-490G (Slab),Raw Material, 646.65 ,1,Pieces
MN138Z1111,EC STS 2000-S 5M-500G (Slab),Raw Material, 660.05 ,1,Pieces
MN13911111,EC STS 2000-S 5M-520G (Slab),Raw Material, 685.07 ,1,Pieces
MN13921111,EC STS 2000-S 5M-550G (Slab),Raw Material, 725.59 ,1,Pieces
MN13931111,EC STS 2000-S 5M-560G (Slab),Raw Material, 738.98 ,1,Pieces
MN13941111,EC STS 2000-S 5M-575G (Slab),Raw Material, 758.36 ,1,Pieces
MN13951111,EC STS 2000-S 5M-600G (Slab),Raw Material, 790.08 ,1,Pieces
MN13961111,EC STS 2000-S 5M-625G (Slab),Raw Material, 823.21 ,1,Pieces
MN13971111,EC STS 2000-S 5M-650G (Slab),Raw Material, 863.38 ,1,Pieces
MN13981111,EC STS 2000-S 5M-665G (Slab),Raw Material, 875.01 ,1,Pieces
MN13991111,EC STS 2000-S 5M-670G (Slab),Raw Material, 882.76 ,1,Pieces
MN139A1111,EC STS 2000-S 5M-675G (Slab),Raw Material, 889.81 ,1,Pieces
MN139B1111,EC STS 2000-S 5M-695G (Slab),Raw Material, 848.23 ,1,Pieces
MN139C1111,EC STS 2000-S 5M-710G (Slab),Raw Material, 935.62 ,1,Pieces
MN139D1111,EC STS 2000-S 5M-725G (Slab),Raw Material, 880.65 ,1,Pieces
MN139E1111,EC STS 2000-S 5M-740G (Slab),Raw Material, 975.44 ,1,Pieces
MN139F1111,EC STS 2000-S 5M-750G (Slab),Raw Material, 988.13 ,1,Pieces
MN139G1111,EC STS 2000-S 5M-775G (Slab),Raw Material, 946.19 ,1,Pieces
MN139H1111,EC STS 2000-S 5M-800G (Slab),Raw Material," 1,055.09 ",1,Pieces
MN139J1111,EC STS 2000-S 5M-830G (Slab),Raw Material," 1,094.20 ",1,Pieces
MN139K1111,EC STS 2000-S 5M-850G (Slab),Raw Material," 1,125.92 ",1,Pieces
MN139L1111,EC STS 2000-S 5M-900G (Slab),Raw Material," 1,191.46 ",1,Pieces
MN139M1111,EC STS 2000-S 5M-920G (Slab),Raw Material," 1,117.46 ",1,Pieces
MN139N1111,EC STS 2000-S 5M-940G (Slab),Raw Material," 1,142.13 ",1,Pieces
MN139P1111,EC STS 2000-S 5M-975G (Slab),Raw Material," 1,190.41 ",1,Pieces
MN139Q1111,EC STS 4000-S 14M-1008G (Slab),Raw Material," 4,242.90 ",1,Pieces
MN139R1111,EC STS 4000-S 14M-1120G (Slab),Raw Material," 4,714.05 ",1,Pieces
MN139S1111,EC STS 4000-S 14M-1190G (Slab),Raw Material," 5,008.31 ",1,Pieces
MN139T1111,EC STS 4000-S 14M-1400G (Slab),Raw Material," 5,478.41 ",1,Pieces
MN139U1111,EC STS 4000-S 14M-1540G (Slab),Raw Material," 5,700.42 ",1,Pieces
MN139V1111,EC STS 4000-S 14M-1610G (Slab),Raw Material," 5,893.19 ",1,Pieces
MN139W1111,EC STS 4000-S 14M-1778G (Slab),Raw Material," 6,277.30 ",1,Pieces
MN139X1111,EC STS 4000-S 14M-1806G (Slab),Raw Material," 6,371.04 ",1,Pieces
MN139Y1111,EC STS 4000-S 14M-1890G (Slab),Raw Material," 6,260.39 ",1,Pieces
MN139Z1111,EC STS 4000-S 14M-1904G (Slab),Raw Material," 6,606.44 ",1,Pieces
MN14011111,EC STS 4000-S 14M-1960G (Slab),Raw Material," 6,175.81 ",1,Pieces
MN14021111,EC STS 4000-S 14M-2002G (Slab),Raw Material," 6,810.83 ",1,Pieces
MN14031111,EC STS 4000-S 14M-2100G (Slab),Raw Material," 7,019.10 ",1,Pieces
MN14041111,EC STS 4000-S 14M-2240G (Slab),Raw Material," 7,316.53 ",1,Pieces
MN14051111,EC STS 4000-S 14M-2310G (Slab),Raw Material," 7,463.48 ",1,Pieces
MN14061111,EC STS 4000-S 14M-2380G (Slab),Raw Material," 7,635.10 ",1,Pieces
MN14071111,EC STS 4000-S 14M-2450G (Slab),Raw Material," 7,806.72 ",1,Pieces
MN14081111,EC STS 4000-S 14M-2590G (Slab),Raw Material," 8,031.90 ",1,Pieces
MN14091111,EC STS 4000-S 14M-2660G (Slab),Raw Material," 8,217.26 ",1,Pieces
MN140A1111,EC STS 4000-S 14M-2800G (Slab),Raw Material," 8,587.99 ",1,Pieces
MN140B1111,EC STS 4000-S 14M-3150G (Slab),Raw Material," 9,148.66 ",1,Pieces
MN140C1111,EC STS 4000-S 14M-3248G (Slab),Raw Material," 9,618.41 ",1,Pieces
MN140D1111,EC STS 4000-S 14M-3556G (Slab),Raw Material," 10,145.24 ",1,Pieces
MN140E1111,EC STS 4000-S 14M-4004G (Slab),Raw Material," 11,257.42 ",1,Pieces
MN140F1111,EC STS 4000-S 14M-4060G (Slab),Raw Material," 10,521.96 ",1,Pieces
MN140G1111,EC STS 4000-S 14M-4326G (Slab),Raw Material," 12,162.38 ",1,Pieces
MN140H1111,EC STS 4000-S 14M-4508G (Slab),Raw Material," 12,674.42 ",1,Pieces
MN140J1111,EC STS 4000-S 14M-5012G (Slab),Raw Material," 14,091.07 ",1,Pieces
MN140K1111,EC STS 4000-S 8M-1680G (Slab),Raw Material," 2,805.46 ",1,Pieces
MN140L1111,EC STS 4000-S 8M-352G (Slab),Raw Material, 739.34 ,1,Pieces
MN140M1111,EC STS 4000-S 8M-384G (Slab),Raw Material, 806.29 ,1,Pieces
MN140N1111,EC STS 4000-S 8M-408G (Slab),Raw Material, 832.72 ,1,Pieces
MN140P1111,EC STS 4000-S 8M-424G (Slab),Raw Material, 774.93 ,1,Pieces
MN140Q1111,EC STS 4000-S 8M-440G (Slab),Raw Material, 948.31 ,1,Pieces
MN140R1111,EC STS 4000-S 8M-456G (Slab),Raw Material," 1,007.86 ",1,Pieces
MN140S1111,EC STS 4000-S 8M-496G (Slab),Raw Material," 1,244.68 ",1,Pieces
MN140T1111,EC STS 4000-S 8M-512G (Slab),Raw Material," 1,279.21 ",1,Pieces
MN140U1111,EC STS 4000-S 8M-528G (Slab),Raw Material," 1,291.19 ",1,Pieces
MN140V1111,EC STS 4000-S 8M-1000G (Slab),Raw Material," 2,012.56 ",1,Pieces
MN140W1111,EC STS 4000-S 8M-1032G (Slab),Raw Material," 2,068.59 ",1,Pieces
MN140X1111,EC STS 4000-S 8M-1040G (Slab),Raw Material," 2,082.33 ",1,Pieces
MN140Y1111,EC STS 4000-S 8M-1056G (Slab),Raw Material," 2,107.00 ",1,Pieces
MN140Z1111,EC STS 4000-S 8M-1096G (Slab),Raw Material," 2,168.67 ",1,Pieces
MN14111111,EC STS 4000-S 8M-1120G (Slab),Raw Material," 2,204.26 ",1,Pieces
MN14121111,EC STS 4000-S 8M-1136G (Slab),Raw Material," 2,228.93 ",1,Pieces
MN14131111,EC STS 4000-S 8M-1152G (Slab),Raw Material," 2,245.14 ",1,Pieces
MN14141111,EC STS 4000-S 8M-1160G (Slab),Raw Material," 2,252.54 ",1,Pieces
MN14151111,EC STS 4000-S 8M-1184G (Slab),Raw Material," 2,275.45 ",1,Pieces
MN14161111,EC STS 4000-S 8M-1192G (Slab),Raw Material," 2,306.46 ",1,Pieces
MN14171111,EC STS 4000-S 8M-1200G (Slab),Raw Material," 2,317.73 ",1,Pieces
MN14181111,STS 4000-S 8M-1216G,Raw Material," 2,344.16 ",1,Pieces
MN14191111,EC STS 4000-S 8M-1224G (Slab),Raw Material," 2,356.85 ",1,Pieces
MN141A1111,EC STS 4000-S 8M-1240G (Slab),Raw Material," 2,380.11 ",1,Pieces
MN141B1111,EC STS 4000-S 8M-1248G (Slab),Raw Material," 2,395.26 ",1,Pieces
MN141C1111,EC STS 4000-S 8M-1272G (Slab),Raw Material," 2,436.49 ",1,Pieces
MN141D1111,EC STS 4000-S 8M-1280G (Slab),Raw Material," 2,447.07 ",1,Pieces
MN141E1111,EC STS 4000-S 8M-1296G (Slab),Raw Material," 2,467.50 ",1,Pieces
MN141F1111,EC STS 4000-S 8M-1312G (Slab),Raw Material," 2,487.59 ",1,Pieces
MN141G1111,EC STS 4000-S 8M-1344G (Slab),Raw Material," 2,517.90 ",1,Pieces
MN141H1111,EC STS 4000-S 8M-1352G (Slab),Raw Material," 2,528.12 ",1,Pieces
MN141J1111,EC STS 4000-S 8M-1384G (Slab),Raw Material," 2,577.10 ",1,Pieces
MN141K1111,EC STS 4000-S 8M-1392G (Slab),Raw Material," 2,589.44 ",1,Pieces
MN141L1111,EC STS 4000-S 8M-1400G (Slab),Raw Material," 2,602.12 ",1,Pieces
MN141M1111,EC STS 4000-S 8M-1424G (Slab),Raw Material," 2,631.72 ",1,Pieces
MN141N1111,EC STS 4000-S 8M-1440G (Slab),Raw Material," 2,650.75 ",1,Pieces
MN141P1111,EC STS 4000-S 8M-1480G (Slab),Raw Material," 2,709.96 ",1,Pieces
MN141Q1111,EC STS 4000-S 8M-1520G (Slab),Raw Material," 2,768.81 ",1,Pieces
MN141R1111,EC STS 4000-S 8M-1552G (Slab),Raw Material," 2,630.31 ",1,Pieces
MN141S1111,EC STS 4000-S 8M-1600G (Slab),Raw Material," 2,967.56 ",1,Pieces
MN141U1111,EC STS 4000-S 8M-1728G (Slab),Raw Material," 3,073.99 ",1,Pieces
MN141V1111,EC STS 4000-S 8M-1760G (Slab),Raw Material," 3,120.50 ",1,Pieces
MN141W1111,EC STS 4000-S 8M-1776G (Slab),Raw Material," 3,153.28 ",1,Pieces
MN141X1111,EC STS 4000-S 8M-1800G (Slab),Raw Material," 3,186.75 ",1,Pieces
MN141Y1111,EC STS 4000-S 8M-1808G (Slab),Raw Material," 2,957.69 ",1,Pieces
MN141Z1111,EC STS 4000-S 8M-1880G (Slab),Raw Material," 3,343.92 ",1,Pieces
MN14211111,EC STS 4000-S 8M-1952G (Slab),Raw Material," 3,427.79 ",1,Pieces
MN14221111,EC STS 4000-S 8M-2000G (Slab),Raw Material," 3,502.15 ",1,Pieces
MN14241111,EC STS 4000-S 8M-2120G (Slab),Raw Material," 3,333.00 ",1,Pieces
MN14251111,EC STS 4000-S 8M-2160G (Slab),Raw Material," 3,396.08 ",1,Pieces
MN14261111,EC STS 4000-S 8M-2240G (Slab),Raw Material," 3,520.83 ",1,Pieces
MN14271111,EC STS 4000-S 8M-2304G (Slab),Raw Material," 3,757.64 ",1,Pieces
MN14281111,EC STS 4000-S 8M-2400G (Slab),Raw Material," 4,108.98 ",1,Pieces
MN14291111,EC STS 4000-S 8M-2496G (Slab),Raw Material," 4,256.99 ",1,Pieces
MN142A1111,EC STS 4000-S 8M-2560G (Slab),Raw Material," 4,366.24 ",1,Pieces
MN142B1111,EC STS 4000-S 8M-2600G (Slab),Raw Material," 4,371.17 ",1,Pieces
MN142C1111,EC STS 4000-S 8M-2800G (Slab),Raw Material," 4,707.36 ",1,Pieces
MN142D1111,EC STS 4000-S 8M-2880G (Slab),Raw Material," 4,839.16 ",1,Pieces
MN142E1111,EC STS 4000-S 8M-2944G (Slab),Raw Material," 4,559.70 ",1,Pieces
MN142F1111,EC STS 4000-S 8M-3200G (Slab),Raw Material," 5,379.74 ",1,Pieces
MN142G1111,EC STS 4000-S 8M-3600G (Slab),Raw Material," 6,036.26 ",1,Pieces
MN142H1111,EC STS 4000-S 8M-3904G (Slab),Raw Material," 6,017.23 ",1,Pieces
MN142J1111,EC STS 4000-S 8M-4400G (Slab),Raw Material," 7,357.41 ",1,Pieces
MN142K1111,EC STS 4000-S 8M-480G (Slab),Raw Material," 1,172.79 ",1,Pieces
MN142L1111,EC STS 4000-S 8M-520G (Slab),Raw Material," 1,270.40 ",1,Pieces
MN142M1111,EC STS 4000-S 8M-560G (Slab),Raw Material," 1,368.02 ",1,Pieces
MN142N1111,EC STS 4000-S 8M-584G (Slab),Raw Material," 1,392.68 ",1,Pieces
MN142P1111,EC STS 4000-S 8M-600G (Slab),Raw Material," 1,409.95 ",1,Pieces
MN142Q1111,EC STS 4000-S 8M-632G (Slab),Raw Material," 1,481.14 ",1,Pieces
MN142R1111,EC STS 4000-S 8M-640G (Slab),Raw Material," 1,499.11 ",1,Pieces
MN142S1111,EC STS 4000-S 8M-656G (Slab),Raw Material," 1,536.46 ",1,Pieces
MN142T1111,EC STS 4000-S 8M-672G (Slab),Raw Material," 1,442.73 ",1,Pieces
MN142U1111,EC STS 4000-S 8M-680G (Slab),Raw Material," 1,593.55 ",1,Pieces
MN142V1111,EC STS 4000-S 8M-712G (Slab),Raw Material," 1,668.97 ",1,Pieces
MN142W1111,EC STS 4000-S 8M-720G (Slab),Raw Material," 1,598.49 ",1,Pieces
MN142X1111,EC STS 4000-S 8M-728G (Slab),Raw Material," 1,616.81 ",1,Pieces
MN142Y1111,EC STS 4000-S 8M-760G (Slab),Raw Material," 1,635.49 ",1,Pieces
MN142Z1111,EC STS 4000-S 8M-800G (Slab),Raw Material," 1,721.83 ",1,Pieces
MN14311111,EC STS 4000-S 8M-824G (Slab),Raw Material," 1,749.67 ",1,Pieces
MN14321111,EC STS 4000-S 8M-840G (Slab),Raw Material," 1,767.29 ",1,Pieces
MN14331111,EC STS 4000-S 8M-848G (Slab),Raw Material," 1,776.80 ",1,Pieces
MN14341111,EC STS 4000-S 8M-880G (Slab),Raw Material," 1,829.31 ",1,Pieces
MN14351111,EC STS 4000-S 8M-888G (Slab),Raw Material," 1,834.59 ",1,Pieces
MN14361111,EC STS 4000-S 8M-896G (Slab),Raw Material," 1,839.18 ",1,Pieces
MN14371111,EC STS 4000-S 8M-920G (Slab),Raw Material," 1,877.23 ",1,Pieces
MN14381111,EC STS 4000-S 8M-944G (Slab),Raw Material," 1,916.00 ",1,Pieces
MN14391111,EC STS 4000-S 8M-960G (Slab),Raw Material," 1,943.13 ",1,Pieces
MN143A1111,EC STS 4000-S 8M-976G (Slab),Raw Material," 1,970.62 ",1,Pieces
MN143B1111,EC STS 4000-S 8M-984G (Slab),Raw Material," 1,984.36 ",1,Pieces
MN143C1111,EC STS 1300DS5M780G (Slab),Raw Material," 1,892.74 ",1,Pieces
MN143D1111,EC STS 1300DS5M900G (Slab),Raw Material," 2,001.28 ",1,Pieces
MN143E1111,EC STS 1300DS5M1050G (Slab),Raw Material," 2,137.31 ",1,Pieces
MN143F1111,EC STS 1300DS5M1125G (Slab),Raw Material," 2,203.91 ",1,Pieces
MN143G1111,EC STS 1300DS5M1420G (Slab),Raw Material," 2,470.32 ",1,Pieces
MN143H1111,EC STS 1300DS5M1595G (Slab),Raw Material," 2,631.37 ",1,Pieces
MN143J1111,EC STS 1300DS5M1800G (Slab),Raw Material," 2,813.91 ",1,Pieces
MN143K1111,EC STS 1300DS8M656G (Slab),Raw Material, 724.89 ,1,Pieces
MN143L1111,EC STS 1300DS8M720G (Slab),Raw Material, 748.15 ,1,Pieces
MN143M1111,EC STS 1300DS8M1152G (Slab),Raw Material," 1,024.43 ",1,Pieces
MN143N1111,EC STS 1300DS8M1184G (Slab),Raw Material," 1,052.97 ",1,Pieces
MN143P1111,EC STS 1300DS8M1248G (Slab),Raw Material," 1,103.72 ",1,Pieces
MN143Q1111,EC STS 1300DS8M1400G (Slab),Raw Material," 1,124.86 ",1,Pieces
MN143R1111,EC STS 1300DS14M1400G (Slab),Raw Material," 2,602.12 ",1,Pieces
MN143S1111,EC STS 1300DS14M1610G (Slab),Raw Material," 2,801.23 ",1,Pieces
MN143T1111,EC STS 1300DS14M1778G (Slab),Raw Material," 2,993.99 ",1,Pieces
MN143U1111,EC STS 1300DS14M3150G (Slab),Raw Material," 4,695.38 ",1,Pieces
MN14421111,SL-S3827,Raw Material," 1,893.83 ",1,Square meter
MN14431111,SL-M5210,Raw Material, 980.51 ,1,Square meter
MN14441111,SL-M5302,Raw Material, 574.22 ,1,Square meter
MN14451111,SL-SG938,Raw Material, 996.07 ,1,Square meter
MN14461111,SL-YL001,Raw Material, 370.37 ,1,Square meter
MN14491111,SL-S8135,Raw Material," 4,397.92 ",1,Square meter
MN144A1111,SL-F1200,Raw Material," 1,952.69 ",1,Square meter
MN144B1111,SL-S8131,Raw Material," 1,156.41 ",1,Square meter
MN144C1111,SL-S5425,Raw Material," 1,691.98 ",1,Square meter
MN144D1111,SL-SY411,Raw Material," 1,168.21 ",1,Square meter
MN144E1111,SL-M5201N 1800X4280 Endless F-joint,Raw Material," 19,497.23 ",1,Pieces
MN14511111,EC BANCORD 10.0MM-DIAX100M (Slab),Raw Material," 11,167.56 ",1,Pieces
MN14521111,EC BANCORD 11.0MM-DIAX100M (Slab),Raw Material," 8,845.94 ",1,Pieces
MN14531111,EC BANCORD 12.0MM-DIAX100M (Slab),Raw Material," 14,667.95 ",1,Pieces
MN14541111,EC BANCORD 2.0MM-DIAX200M (Slab),Raw Material," 1,803.94 ",1,Pieces
MN14551111,EC BANCORD 2.5MM-DIAX200M (Slab),Raw Material," 2,417.82 ",1,Pieces
MN14571111,EC BANCORD 3.5MM-DIAX200M (Slab),Raw Material," 3,830.94 ",1,Pieces
MN14581111,EC BANCORD 4.0MM-DIAX200M (Slab),Raw Material," 4,370.46 ",1,Pieces
MN14591111,EC BANCORD 5.0MM-DIAX100M (Slab),Raw Material," 3,107.11 ",1,Pieces
MN145A1111,EC BANCORD 6.0MM-DIAX100M (Slab),Raw Material," 4,462.79 ",1,Pieces
MN145B1111,EC BANCORD 7.0MM-DIAX100M (Slab),Raw Material," 5,706.41 ",1,Pieces
MN145C1111,EC BANCORD 8.0MM-DIAX100M (Slab),Raw Material," 7,272.48 ",1,Pieces
MN145D1111,EC BANCORD 9.0MM-DIAX100M (Slab),Raw Material," 9,248.39 ",1,Pieces
MN14611111,EC POLY-SYN 200 T10 1000 (Slab),Raw Material," 2,289.19 ",1,Pieces
MN14621111,EC POLY-SYN 200 T10 1010 (Slab),Raw Material," 2,305.05 ",1,Pieces
MN14631111,EC POLY-SYN 200 T10 1080 (Slab),Raw Material," 2,428.74 ",1,Pieces
MN14641111,EC POLY-SYN 200 T10 1100 (Slab),Raw Material," 2,464.33 ",1,Pieces
MN14651111,EC POLY-SYN 200 T10 1110 (Slab),Raw Material," 2,481.60 ",1,Pieces
MN14661111,EC POLY-SYN 200 T10 1140 (Slab),Raw Material," 2,336.06 ",1,Pieces
MN14671111,EC POLY-SYN 200 T10 1150 (Slab),Raw Material," 2,551.02 ",1,Pieces
MN14681111,EC POLY-SYN 200 T10 1210 (Slab),Raw Material," 2,658.15 ",1,Pieces
MN14691111,EC POLY-SYN 200 T10 1240 (Slab),Raw Material," 2,710.31 ",1,Pieces
MN146A1111,EC POLY-SYN 200 T10 1250 (Slab),Raw Material," 2,728.99 ",1,Pieces
MN146B1111,EC POLY-SYN 200 T10 1300 (Slab),Raw Material," 2,816.38 ",1,Pieces
MN146C1111,EC POLY-SYN 200 T10 1320 (Slab),Raw Material," 2,852.33 ",1,Pieces
MN146D1111,EC POLY-SYN 200 T10 1350 (Slab),Raw Material," 2,905.54 ",1,Pieces
MN146E1111,EC POLY-SYN 200 T10 1390 (Slab),Raw Material," 2,974.96 ",1,Pieces
MN146F1111,EC POLY-SYN 200 T10 1400 (Slab),Raw Material," 2,993.99 ",1,Pieces
MN146G1111,EC POLY-SYN 200 T10 1420 (Slab),Raw Material," 3,035.57 ",1,Pieces
MN146H1111,EC POLY-SYN 200 T10 1440 (Slab),Raw Material," 2,827.31 ",1,Pieces
MN146J1111,EC POLY-SYN 200 T10 1450 (Slab),Raw Material," 3,080.68 ",1,Pieces
MN146K1111,EC POLY-SYN 200 T10 1460 (Slab),Raw Material," 3,099.71 ",1,Pieces
MN146L1111,EC POLY-SYN 200 T10 1500 (Slab),Raw Material," 3,170.90 ",1,Pieces
MN146M1111,EC POLY-SYN 200 T10 1560 (Slab),Raw Material," 3,276.26 ",1,Pieces
MN146N1111,EC POLY-SYN 200 T10 1610 (Slab),Raw Material," 3,364.72 ",1,Pieces
MN146P1111,EC POLY-SYN 200 T10 1750 (Slab),Raw Material," 3,611.40 ",1,Pieces
MN146Q1111,EC POLY-SYN 200 T10 1780 (Slab),Raw Material," 3,673.07 ",1,Pieces
MN146R1111,EC POLY-SYN 200 T10 1880 (Slab),Raw Material," 3,879.22 ",1,Pieces
MN146S1111,EC POLY-SYN 200 T10 1960 (Slab),Raw Material," 4,045.55 ",1,Pieces
MN146T1111,EC POLY-SYN 200 T10 2250 (Slab),Raw Material," 4,643.57 ",1,Pieces
MN146U1111,EC POLY-SYN 200 T10 260 (Slab),Raw Material, 843.65 ,1,Pieces
MN146V1111,EC POLY-SYN 200 T10 370 (Slab),Raw Material," 1,035.70 ",1,Pieces
MN146W1111,EC POLY-SYN 200 T10 400 (Slab),Raw Material," 1,215.08 ",1,Pieces
MN146X1111,EC POLY-SYN 200 T10 410 (Slab),Raw Material," 1,147.06 ",1,Pieces
MN146Y1111,EC POLY-SYN 200 T10 440 (Slab),Raw Material," 1,336.30 ",1,Pieces
MN146Z1111,EC POLY-SYN 200 T10 450 (Slab),Raw Material," 1,354.27 ",1,Pieces
MN14711111,EC POLY-SYN 200 T10 500 (Slab),Raw Material," 1,403.26 ",1,Pieces
MN14721111,EC POLY-SYN 200 T10 530 (Slab),Raw Material," 1,457.17 ",1,Pieces
MN14731111,EC POLY-SYN 200 T10 560 (Slab),Raw Material," 1,510.03 ",1,Pieces
MN14741111,EC POLY-SYN 200 T10 610 (Slab),Raw Material," 1,598.84 ",1,Pieces
MN14751111,EC POLY-SYN 200 T10 630 (Slab),Raw Material," 1,633.73 ",1,Pieces
MN14761111,EC POLY-SYN 200 T10 660 (Slab),Raw Material," 1,686.59 ",1,Pieces
MN14771111,EC POLY-SYN 200 T10 690 (Slab),Raw Material," 1,739.09 ",1,Pieces
MN14781111,EC POLY-SYN 200 T10 700 (Slab),Raw Material," 1,756.71 ",1,Pieces
MN14791111,EC POLY-SYN 200 T10 720 (Slab),Raw Material," 1,793.01 ",1,Pieces
MN147A1111,EC POLY-SYN 200 T10 750 (Slab),Raw Material," 1,846.22 ",1,Pieces
MN147B1111,EC POLY-SYN 200 T10 780 (Slab),Raw Material," 1,899.08 ",1,Pieces
MN147C1111,EC POLY-SYN 200 T10 810 (Slab),Raw Material," 1,951.94 ",1,Pieces
MN147D1111,EC POLY-SYN 200 T10 840 (Slab),Raw Material," 2,003.75 ",1,Pieces
MN147E1111,EC POLY-SYN 200 T10 880 (Slab),Raw Material," 2,074.23 ",1,Pieces
MN147F1111,EC POLY-SYN 200 T10 890 (Slab),Raw Material," 2,092.55 ",1,Pieces
MN147G1111,EC POLY-SYN 200 T10 900 (Slab),Raw Material," 2,110.17 ",1,Pieces
MN147H1111,EC POLY-SYN 200 T10 920 (Slab),Raw Material," 2,146.12 ",1,Pieces
MN147J1111,EC POLY-SYN 200 T10 960 (Slab),Raw Material," 2,215.54 ",1,Pieces
MN147K1111,EC POLY-SYN 200 T10 970 (Slab),Raw Material," 2,234.57 ",1,Pieces
MN147L1111,EC POLY-SYN 200 T10 980 (Slab),Raw Material," 2,258.18 ",1,Pieces
MN147M1111,EC POLY-SYN 200 T5 1000 (Slab),Raw Material," 2,312.80 ",1,Pieces
MN147N1111,EC POLY-SYN 200 T5 1075 (Slab),Raw Material," 2,323.37 ",1,Pieces
MN147P1111,EC POLY-SYN 200 T5 1100 (Slab),Raw Material," 2,326.54 ",1,Pieces
MN147Q1111,EC POLY-SYN 200 T5 1140 (Slab),Raw Material," 2,149.64 ",1,Pieces
MN147R1111,EC POLY-SYN 200 T5 1215 (Slab),Raw Material," 2,342.40 ",1,Pieces
MN147S1111,EC POLY-SYN 200 T5 1380 (Slab),Raw Material," 2,364.96 ",1,Pieces
MN147T1111,EC POLY-SYN 200 T5 1440 (Slab),Raw Material," 2,448.83 ",1,Pieces
MN147U1111,EC POLY-SYN 200 T5 165 (Slab),Raw Material, 678.72 ,1,Pieces
MN147V1111,EC POLY-SYN 200 T5 185 (Slab),Raw Material, 725.24 ,1,Pieces
MN147W1111,EC POLY-SYN 200 T5 200 (Slab),Raw Material, 738.98 ,1,Pieces
MN147X1111,EC POLY-SYN 200 T5 215 (Slab),Raw Material, 753.43 ,1,Pieces
MN147Y1111,EC POLY-SYN 200 T5 220 (Slab),Raw Material, 758.01 ,1,Pieces
MN147Z1111,EC POLY-SYN 200 T5 225 (Slab),Raw Material, 765.77 ,1,Pieces
