Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8260001WS,[M]Retirement allowance,CPBB02,BANBURY2,0.04831881,Time alloc.
8260001WS,[M]Retirement allowance,CPBI01,Wiper Inspection,-0.0193675,Time alloc.
8260001WS,[M]Retirement allowance,CPBI02,Wiper Side Cut,-0.02203224,Time alloc.
8260001WS,[M]Retirement allowance,CPBI03,Wiper Center Cut,-0.01810776,Time alloc.
8260001WS,[M]Retirement allowance,CPBIG1,Wiper Graphite1,0.00000383,Time alloc.
8260001WS,[M]Retirement allowance,CPBR01,Wiper Press,0.00275592,Time alloc.
8260001WS,[M]Retirement allowance,CPBR02,Wiper Chlorine,0.00361658,Time alloc.
8260001WS,[M]Retirement allowance,CPCL01,CALENDER1,-0.07998411,Time alloc.
8260001WS,[M]Retirement allowance,CPCL02,CALENDER2,-0.05072674,Time alloc.
8260001WS,[M]Retirement allowance,CPCL03,CALENDER3,-0.08399088,Time alloc.
8260001WS,[M]Retirement allowance,CPKN01,KNEADER1,-0.02668033,Time alloc.
8260001WS,[M]Retirement allowance,CPKN03,KNEADER3,-0.03510181,Time alloc.
8260001WS,[M]Retirement allowance,CPKN04,KNEADER4,-0.07145359,Time alloc.
8260001WS,[M]Retirement allowance,CPMT45,45 degrees,-0.02590943,Time alloc.
8260001WS,[M]Retirement allowance,CPMT70,45 and 70 degrees,-0.00743288,Time alloc.
8260001WS,[M]Retirement allowance,CPMTBJ,BUTT JOINT,-0.01863509,Time alloc.
8260001WS,[M]Retirement allowance,CPMTBS,BIAS,-0.02590943,Time alloc.
8260001WS,[M]Retirement allowance,CPMTDY,DYEING,-0.00134962,Time alloc.
8260001WS,[M]Retirement allowance,CPMTLR,Liner rewinding,-0.01292958,Time alloc.
8260001WS,[M]Retirement allowance,CPMTST,Slitter,-0.0009043,Time alloc.
8260001WS,[M]Retirement allowance,CPMTSW,SEWING,0.00141684,Time alloc.
8260001WS,[M]Retirement allowance,CPRA01,RA1,0.00547477,Time alloc.
8260001WS,[M]Retirement allowance,CPRA02,RA2,0.01153037,Time alloc.
8260001WS,[M]Retirement allowance,CPRA03,RA3,0.0133431,Time alloc.
8260001WS,[M]Retirement allowance,CPRA04,RA4,0.01784297,Time alloc.
8260001WS,[M]Retirement allowance,CPRE01,RE1,0.00567703,Time alloc.
8260001WS,[M]Retirement allowance,CPRE02,RE2,0.01400681,Time alloc.
8260001WS,[M]Retirement allowance,CPRE03,RE3,0.01474386,Time alloc.
8260001WS,[M]Retirement allowance,CPRE04,RE4,0.03176013,Time alloc.
8260001WS,[M]Retirement allowance,CPRE05,RE5,0.01274197,Time alloc.
8260001WS,[M]Retirement allowance,CPSL01,Sunline1,0.07868293,Time alloc.
8260001WS,[M]Retirement allowance,CPSY01,Synchro 1,0.03669049,Time alloc.
8260001WS,[M]Retirement allowance,CPSY02,Synchro 2,0.01397926,Time alloc.
8260001WS,[M]Retirement allowance,CPSY03,Synchro 3,0.11359227,Time alloc.
8260001WS,[M]Retirement allowance,CPSY04,Synchro 4,0.04707576,Time alloc.
8260001WS,[M]Retirement allowance,CPWP01,WP1,-0.05708329,Time alloc.
8260001WS,[M]Retirement allowance,CPWP02,WP2,-0.05468039,Time alloc.
8260001WS,[M]Retirement allowance,CPWP03,WP3,-0.07195629,Time alloc.
8260001WS,[M]Retirement allowance,CPWP04,WP4,-0.1135321,Time alloc.
8260001WS,[M]Retirement allowance,CPWP06,WP6,-0.10956287,Time alloc.
8260001WS,[M]Retirement allowance,CPWP07,WP7,-0.22435092,Time alloc.
8260001WS,[M]Retirement allowance,CPWP08,WP8,-0.1215556,Time alloc.
8260001WS,[M]Retirement allowance,CPWP09,WP9,-0.03697185,Time alloc.
8260001WS,[M]Retirement allowance,CPWP10,WP10,-0.0583117,Time alloc.
8260001WS,[M]Retirement allowance,CPWPAB,AIR BAG,-0.14749921,Time alloc.
8260001WS,[M]Retirement allowance,CPWPDL,D LINE,-0.1665553,Time alloc.
8260001WS,[M]Retirement allowance,CPWPLL,LONG LINE,-0.06045385,Time alloc.
8310001OT,[M]Rental expenses,CPAT01,AT-1,0.14274674,Time alloc.
8310001OT,[M]Rental expenses,CPAT02,AT-2,0.12671122,Time alloc.
8310001OT,[M]Rental expenses,CPAT03,AT-3,0.06408888,Time alloc.
8310001OT,[M]Rental expenses,CPATIJ,AT Injection,0.00455763,Time alloc.
8310001OT,[M]Rental expenses,CPBB01,BANBURY1,0.04263517,Time alloc.
8310001OT,[M]Rental expenses,CPBB02,BANBURY2,0.03114999,Time alloc.
8310001OT,[M]Rental expenses,CPBI01,Wiper Inspection,0.00708546,Time alloc.
8310001OT,[M]Rental expenses,CPBI02,Wiper Side Cut,0.00820889,Time alloc.
8310001OT,[M]Rental expenses,CPBI03,Wiper Center Cut,0.03289453,Time alloc.
8310001OT,[M]Rental expenses,CPBIG1,Wiper Graphite1,0.00021545,Time alloc.
8310001OT,[M]Rental expenses,CPBR01,Wiper Press,0.00087172,Time alloc.
8310001OT,[M]Rental expenses,CPBR02,Wiper Chlorine,0.0016644,Time alloc.
8310001OT,[M]Rental expenses,CPBRC1,Wiper CL1,0.02140444,Time alloc.
8310001OT,[M]Rental expenses,CPBRCR,Wiper ChlorineMixing,0.0001831,Time alloc.
8310001OT,[M]Rental expenses,CPBRCT,Wiper Rubber Cutting,0.00327083,Time alloc.
8310001OT,[M]Rental expenses,CPBRK1,Wiper KN1,0.05313048,Time alloc.
8310001OT,[M]Rental expenses,CPCL01,CALENDER1,0.04918973,Time alloc.
8310001OT,[M]Rental expenses,CPCL02,CALENDER2,0.02584272,Time alloc.
8310001OT,[M]Rental expenses,CPCL03,CALENDER3,0.04278912,Time alloc.
8310001OT,[M]Rental expenses,CPGD01,GD1,0.00143525,Time alloc.
8310001OT,[M]Rental expenses,CPKN01,KNEADER1,0.01638293,Time alloc.
8310001OT,[M]Rental expenses,CPKN03,KNEADER3,0.01368917,Time alloc.
8310001OT,[M]Rental expenses,CPKN04,KNEADER4,0.05051041,Time alloc.
8310001OT,[M]Rental expenses,CPMT45,45 degrees,0.01584911,Time alloc.
8310001OT,[M]Rental expenses,CPMT70,45 and 70 degrees,0.00742432,Time alloc.
8310001OT,[M]Rental expenses,CPMTBJ,BUTT JOINT,0.0113532,Time alloc.
8310001OT,[M]Rental expenses,CPMTBS,BIAS,0.01590957,Time alloc.
8310001OT,[M]Rental expenses,CPMTDY,DYEING,0.00124108,Time alloc.
8310001OT,[M]Rental expenses,CPMTLR,Liner rewinding,0.00798501,Time alloc.
8310001OT,[M]Rental expenses,CPMTST,Slitter,0.00055226,Time alloc.
8310001OT,[M]Rental expenses,CPMTSW,SEWING,0.00512466,Time alloc.
8310001OT,[M]Rental expenses,CPRA01,RA1,0.04865689,Time alloc.
8310001OT,[M]Rental expenses,CPRA02,RA2,0.08931911,Time alloc.
8310001OT,[M]Rental expenses,CPRA03,RA3,0.11383505,Time alloc.
8310001OT,[M]Rental expenses,CPRA04,RA4,0.1224258,Time alloc.
8310001OT,[M]Rental expenses,CPRE01,RE1,0.0542051,Time alloc.
8310001OT,[M]Rental expenses,CPRE02,RE2,0.13622181,Time alloc.
8310001OT,[M]Rental expenses,CPRE03,RE3,0.10706269,Time alloc.
8310001OT,[M]Rental expenses,CPRE04,RE4,0.15831769,Time alloc.
8310001OT,[M]Rental expenses,CPRE05,RE5,0.10294833,Time alloc.
8310001OT,[M]Rental expenses,CPSL01,Sunline1,0.07105198,Time alloc.
8310001OT,[M]Rental expenses,CPSY01,Synchro 1,0.06246486,Time alloc.
8310001OT,[M]Rental expenses,CPSY02,Synchro 2,0.07127651,Time alloc.
8310001OT,[M]Rental expenses,CPSY03,Synchro 3,0.3541259,Time alloc.
8310001OT,[M]Rental expenses,CPSY04,Synchro 4,0.00786023,Time alloc.
8310001OT,[M]Rental expenses,CPWP01,WP1,0.06110951,Time alloc.
8310001OT,[M]Rental expenses,CPWP02,WP2,0.0653387,Time alloc.
8310001OT,[M]Rental expenses,CPWP03,WP3,0.08700108,Time alloc.
8310001OT,[M]Rental expenses,CPWP04,WP4,0.12290355,Time alloc.
8310001OT,[M]Rental expenses,CPWP06,WP6,0.12151968,Time alloc.
8310001OT,[M]Rental expenses,CPWP07,WP7,0.19110274,Time alloc.
8310001OT,[M]Rental expenses,CPWP08,WP8,0.10164665,Time alloc.
8310001OT,[M]Rental expenses,CPWP09,WP9,0.09500362,Time alloc.
8310001OT,[M]Rental expenses,CPWP10,WP10,0.0600134,Time alloc.
8310001OT,[M]Rental expenses,CPWPAB,AIR BAG,0.09385141,Time alloc.
8310001OT,[M]Rental expenses,CPWPDL,D LINE,0.17358598,Time alloc.
8310001OT,[M]Rental expenses,CPWPLL,LONG LINE,0.06349725,Time alloc.
8310001WS,[M]Rental expenses,CPAT01,AT-1,0.26510147,Time alloc.
8310001WS,[M]Rental expenses,CPAT02,AT-2,0.27955711,Time alloc.
8310001WS,[M]Rental expenses,CPAT03,AT-3,0.13418237,Time alloc.
8310001WS,[M]Rental expenses,CPBB01,BANBURY1,0.31168166,Time alloc.
8310001WS,[M]Rental expenses,CPBB02,BANBURY2,0.22771997,Time alloc.
8310001WS,[M]Rental expenses,CPCL01,CALENDER1,0.4843035,Time alloc.
8310001WS,[M]Rental expenses,CPCL02,CALENDER2,0.25298023,Time alloc.
8310001WS,[M]Rental expenses,CPCL03,CALENDER3,0.41887239,Time alloc.
8310001WS,[M]Rental expenses,CPGD01,GD1,0.00597119,Time alloc.
8310001WS,[M]Rental expenses,CPKN01,KNEADER1,0.16154928,Time alloc.
8310001WS,[M]Rental expenses,CPKN03,KNEADER3,0.13133576,Time alloc.
8310001WS,[M]Rental expenses,CPKN04,KNEADER4,0.4358418,Time alloc.
8310001WS,[M]Rental expenses,CPMT45,45 degrees,0.15688152,Time alloc.
8310001WS,[M]Rental expenses,CPMT70,45 and 70 degrees,0.04533793,Time alloc.
8310001WS,[M]Rental expenses,CPMTBJ,BUTT JOINT,0.11283542,Time alloc.
8310001WS,[M]Rental expenses,CPMTBS,BIAS,0.15688152,Time alloc.
8310001WS,[M]Rental expenses,CPMTDY,DYEING,0.00823223,Time alloc.
8310001WS,[M]Rental expenses,CPMTLR,Liner rewinding,0.07830003,Time alloc.
8310001WS,[M]Rental expenses,CPMTST,Slitter,0.00551591,Time alloc.
8310001WS,[M]Rental expenses,CPMTSW,SEWING,0.0541291,Time alloc.
8310001WS,[M]Rental expenses,CPRA01,RA1,0.01436326,Time alloc.
8310001WS,[M]Rental expenses,CPRA02,RA2,0.02780382,Time alloc.
8310001WS,[M]Rental expenses,CPRA03,RA3,0.03240675,Time alloc.
8310001WS,[M]Rental expenses,CPRA04,RA4,0.04202652,Time alloc.
8310001WS,[M]Rental expenses,CPRE01,RE1,0.013107,Time alloc.
8310001WS,[M]Rental expenses,CPRE02,RE2,0.03800428,Time alloc.
8310001WS,[M]Rental expenses,CPRE03,RE3,0.0328696,Time alloc.
8310001WS,[M]Rental expenses,CPRE04,RE4,0.05445296,Time alloc.
8310001WS,[M]Rental expenses,CPRE05,RE5,0.03189994,Time alloc.
8310001WS,[M]Rental expenses,CPWP01,WP1,0.01904464,Time alloc.
8310001WS,[M]Rental expenses,CPWP02,WP2,0.01706775,Time alloc.
8310001WS,[M]Rental expenses,CPWP03,WP3,0.02355579,Time alloc.
8310001WS,[M]Rental expenses,CPWP04,WP4,0.03914328,Time alloc.
8310001WS,[M]Rental expenses,CPWP06,WP6,0.03526322,Time alloc.
8310001WS,[M]Rental expenses,CPWP07,WP7,0.07076284,Time alloc.
8310001WS,[M]Rental expenses,CPWP08,WP8,0.03587502,Time alloc.
8310001WS,[M]Rental expenses,CPWP09,WP9,0.02923408,Time alloc.
8310001WS,[M]Rental expenses,CPWP10,WP10,0.02001526,Time alloc.
8310001WS,[M]Rental expenses,CPWPAB,AIR BAG,0.02842718,Time alloc.
8310001WS,[M]Rental expenses,CPWPDL,D LINE,0.05218264,Time alloc.
8310001WS,[M]Rental expenses,CPWPLL,LONG LINE,0.01997648,Time alloc.
8320001OT,[M]Insurance premiums paid,CPAT01,AT-1,0.0018457,Time alloc.
8320001OT,[M]Insurance premiums paid,CPAT02,AT-2,0.00092799,Time alloc.
8320001OT,[M]Insurance premiums paid,CPAT03,AT-3,0.0006302,Time alloc.
8320001OT,[M]Insurance premiums paid,CPATIJ,AT Injection,0.00019788,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBB01,BANBURY1,0.00137602,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBB02,BANBURY2,0.00100534,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBI01,Wiper Inspection,0.00021103,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBI02,Wiper Side Cut,0.00025006,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBI03,Wiper Center Cut,0.0013577,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBR01,Wiper Press,0.00002957,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBR02,Wiper Chlorine,0.00006138,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBRC1,Wiper CL1,0.0009293,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBRCR,Wiper ChlorineMixing,0.00000789,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBRCT,Wiper Rubber Cutting,0.00014201,Time alloc.
8320001OT,[M]Insurance premiums paid,CPBRK1,Wiper KN1,0.00230696,Time alloc.
8320001OT,[M]Insurance premiums paid,CPCL01,CALENDER1,0.00212424,Time alloc.
8320001OT,[M]Insurance premiums paid,CPCL02,CALENDER2,0.0011209,Time alloc.
8320001OT,[M]Insurance premiums paid,CPCL03,CALENDER3,0.00185593,Time alloc.
8320001OT,[M]Insurance premiums paid,CPGD01,GD1,0.00001935,Time alloc.
8320001OT,[M]Insurance premiums paid,CPKN01,KNEADER1,0.00071146,Time alloc.
8320001OT,[M]Insurance premiums paid,CPKN03,KNEADER3,0.00059271,Time alloc.
8320001OT,[M]Insurance premiums paid,CPKN04,KNEADER4,0.00192033,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMT45,45 degrees,0.00068811,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMT70,45 and 70 degrees,0.00019869,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTBJ,BUTT JOINT,0.00049297,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTBS,BIAS,0.0006909,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTDY,DYEING,0.00003608,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTLR,Liner rewinding,0.00034685,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTST,Slitter,0.00002398,Time alloc.
8320001OT,[M]Insurance premiums paid,CPMTSW,SEWING,0.00022393,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRA01,RA1,0.00054055,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRA02,RA2,0.00083624,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRA03,RA3,0.00140306,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRA04,RA4,0.00071737,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRE01,RE1,0.00091567,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRE02,RE2,0.00178208,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRE03,RE3,0.00104483,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRE04,RE4,0.00115797,Time alloc.
8320001OT,[M]Insurance premiums paid,CPRE05,RE5,0.00099074,Time alloc.
8320001OT,[M]Insurance premiums paid,CPSL01,Sunline1,0.00183331,Time alloc.
8320001OT,[M]Insurance premiums paid,CPSY01,Synchro 1,0.00209584,Time alloc.
8320001OT,[M]Insurance premiums paid,CPSY02,Synchro 2,0.00234235,Time alloc.
8320001OT,[M]Insurance premiums paid,CPSY03,Synchro 3,0.01229637,Time alloc.
8320001OT,[M]Insurance premiums paid,CPSY04,Synchro 4,0.01507441,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP01,WP1,0.0009115,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP02,WP2,0.00130252,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP03,WP3,0.00166026,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP04,WP4,0.00173487,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP06,WP6,0.0020871,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP07,WP7,0.00175834,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP08,WP8,0.00112412,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP09,WP9,0.00145757,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWP10,WP10,0.00076023,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWPAB,AIR BAG,0.00153869,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWPDL,D LINE,0.00281316,Time alloc.
8320001OT,[M]Insurance premiums paid,CPWPLL,LONG LINE,0.00092919,Time alloc.
8320101OT,[M]Fire Insurance,CPAT01,AT-1,0.1733119,Time alloc.
8320101OT,[M]Fire Insurance,CPAT02,AT-2,0.08713869,Time alloc.
8320101OT,[M]Fire Insurance,CPAT03,AT-3,0.05917592,Time alloc.
8320101OT,[M]Fire Insurance,CPATIJ,AT Injection,0.01858064,Time alloc.
8320101OT,[M]Fire Insurance,CPBB01,BANBURY1,0.12920901,Time alloc.
8320101OT,[M]Fire Insurance,CPBB02,BANBURY2,0.09440232,Time alloc.
8320101OT,[M]Fire Insurance,CPBI01,Wiper Inspection,0.01981587,Time alloc.
8320101OT,[M]Fire Insurance,CPBI02,Wiper Side Cut,0.02348103,Time alloc.
8320101OT,[M]Fire Insurance,CPBI03,Wiper Center Cut,0.12748864,Time alloc.
8320101OT,[M]Fire Insurance,CPBR01,Wiper Press,0.00277694,Time alloc.
8320101OT,[M]Fire Insurance,CPBR02,Wiper Chlorine,0.00576408,Time alloc.
8320101OT,[M]Fire Insurance,CPBRC1,Wiper CL1,0.08726211,Time alloc.
8320101OT,[M]Fire Insurance,CPBRCR,Wiper ChlorineMixing,0.00074081,Time alloc.
8320101OT,[M]Fire Insurance,CPBRCT,Wiper Rubber Cutting,0.0133346,Time alloc.
8320101OT,[M]Fire Insurance,CPBRK1,Wiper KN1,0.21662434,Time alloc.
8320101OT,[M]Fire Insurance,CPCL01,CALENDER1,0.19946763,Time alloc.
8320101OT,[M]Fire Insurance,CPCL02,CALENDER2,0.10525303,Time alloc.
8320101OT,[M]Fire Insurance,CPCL03,CALENDER3,0.17427286,Time alloc.
8320101OT,[M]Fire Insurance,CPGD01,GD1,0.00181704,Time alloc.
8320101OT,[M]Fire Insurance,CPKN01,KNEADER1,0.06680632,Time alloc.
8320101OT,[M]Fire Insurance,CPKN03,KNEADER3,0.05565598,Time alloc.
8320101OT,[M]Fire Insurance,CPKN04,KNEADER4,0.18032035,Time alloc.
8320101OT,[M]Fire Insurance,CPMT45,45 degrees,0.064614,Time alloc.
8320101OT,[M]Fire Insurance,CPMT70,45 and 70 degrees,0.01865673,Time alloc.
8320101OT,[M]Fire Insurance,CPMTBJ,BUTT JOINT,0.04629056,Time alloc.
8320101OT,[M]Fire Insurance,CPMTBS,BIAS,0.06487604,Time alloc.
8320101OT,[M]Fire Insurance,CPMTDY,DYEING,0.0033876,Time alloc.
8320101OT,[M]Fire Insurance,CPMTLR,Liner rewinding,0.03256904,Time alloc.
8320101OT,[M]Fire Insurance,CPMTST,Slitter,0.002252,Time alloc.
8320101OT,[M]Fire Insurance,CPMTSW,SEWING,0.02102709,Time alloc.
8320101OT,[M]Fire Insurance,CPRA01,RA1,0.05075791,Time alloc.
8320101OT,[M]Fire Insurance,CPRA02,RA2,0.07852304,Time alloc.
8320101OT,[M]Fire Insurance,CPRA03,RA3,0.13174799,Time alloc.
8320101OT,[M]Fire Insurance,CPRA04,RA4,0.06736104,Time alloc.
8320101OT,[M]Fire Insurance,CPRE01,RE1,0.08598187,Time alloc.
8320101OT,[M]Fire Insurance,CPRE02,RE2,0.16733812,Time alloc.
8320101OT,[M]Fire Insurance,CPRE03,RE3,0.0981104,Time alloc.
8320101OT,[M]Fire Insurance,CPRE04,RE4,0.11428776,Time alloc.
8320101OT,[M]Fire Insurance,CPRE05,RE5,0.09303122,Time alloc.
8320101OT,[M]Fire Insurance,CPSL01,Sunline1,0.17214891,Time alloc.
8320101OT,[M]Fire Insurance,CPSY01,Synchro 1,0.19680059,Time alloc.
8320101OT,[M]Fire Insurance,CPSY02,Synchro 2,0.21994801,Time alloc.
8320101OT,[M]Fire Insurance,CPSY03,Synchro 3,1.1546383,Time alloc.
8320101OT,[M]Fire Insurance,CPSY04,Synchro 4,1.41549489,Time alloc.
8320101OT,[M]Fire Insurance,CPWP01,WP1,0.08995893,Time alloc.
8320101OT,[M]Fire Insurance,CPWP02,WP2,0.12727896,Time alloc.
8320101OT,[M]Fire Insurance,CPWP03,WP3,0.16385774,Time alloc.
8320101OT,[M]Fire Insurance,CPWP04,WP4,0.17105121,Time alloc.
8320101OT,[M]Fire Insurance,CPWP06,WP6,0.20629242,Time alloc.
8320101OT,[M]Fire Insurance,CPWP07,WP7,0.1738294,Time alloc.
8320101OT,[M]Fire Insurance,CPWP08,WP8,0.11072581,Time alloc.
8320101OT,[M]Fire Insurance,CPWP09,WP9,0.14684768,Time alloc.
8320101OT,[M]Fire Insurance,CPWP10,WP10,0.07543582,Time alloc.
8320101OT,[M]Fire Insurance,CPWPAB,AIR BAG,0.15163443,Time alloc.
8320101OT,[M]Fire Insurance,CPWPDL,D LINE,0.2782505,Time alloc.
8320101OT,[M]Fire Insurance,CPWPLL,LONG LINE,0.09170756,Time alloc.
8330001OT,[M]Other Tax and duty,CPAT01,AT-1,0.30053839,Time alloc.
8330001OT,[M]Other Tax and duty,CPAT02,AT-2,0.2431362,Time alloc.
8330001OT,[M]Other Tax and duty,CPAT03,AT-3,0.13712984,Time alloc.
8330001OT,[M]Other Tax and duty,CPATIJ,AT Injection,0.03182417,Time alloc.
8330001OT,[M]Other Tax and duty,CPBB01,BANBURY1,0.15760985,Time alloc.
8330001OT,[M]Other Tax and duty,CPBB02,BANBURY2,0.1200368,Time alloc.
8330001OT,[M]Other Tax and duty,CPBI01,Wiper Inspection,0.01965949,Time alloc.
8330001OT,[M]Other Tax and duty,CPBI02,Wiper Side Cut,0.02220391,Time alloc.
8330001OT,[M]Other Tax and duty,CPBI03,Wiper Center Cut,0.10913452,Time alloc.
8330001OT,[M]Other Tax and duty,CPBIG1,Wiper Graphite1,0.00053607,Time alloc.
8330001OT,[M]Other Tax and duty,CPBR01,Wiper Press,0.00373103,Time alloc.
8330001OT,[M]Other Tax and duty,CPBR02,Wiper Chlorine,0.00705496,Time alloc.
8330001OT,[M]Other Tax and duty,CPBRC1,Wiper CL1,0.13738313,Time alloc.
8330001OT,[M]Other Tax and duty,CPBRCR,Wiper ChlorineMixing,0.00091191,Time alloc.
8330001OT,[M]Other Tax and duty,CPBRCT,Wiper Rubber Cutting,0.02117575,Time alloc.
8330001OT,[M]Other Tax and duty,CPBRK1,Wiper KN1,0.34083112,Time alloc.
8330001OT,[M]Other Tax and duty,CPCL01,CALENDER1,0.20295507,Time alloc.
8330001OT,[M]Other Tax and duty,CPCL02,CALENDER2,0.16758171,Time alloc.
8330001OT,[M]Other Tax and duty,CPCL03,CALENDER3,0.27392988,Time alloc.
8330001OT,[M]Other Tax and duty,CPGD01,GD1,0.00303646,Time alloc.
8330001OT,[M]Other Tax and duty,CPKN01,KNEADER1,0.11191459,Time alloc.
8330001OT,[M]Other Tax and duty,CPKN03,KNEADER3,0.08428253,Time alloc.
8330001OT,[M]Other Tax and duty,CPKN04,KNEADER4,0.19229362,Time alloc.
8330001OT,[M]Other Tax and duty,CPMT45,45 degrees,0.10448084,Time alloc.
8330001OT,[M]Other Tax and duty,CPMT70,45 and 70 degrees,0.02721662,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTBJ,BUTT JOINT,0.07677311,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTBS,BIAS,0.10572306,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTDY,DYEING,0.0046712,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTLR,Liner rewinding,0.05348264,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTST,Slitter,0.00367388,Time alloc.
8330001OT,[M]Other Tax and duty,CPMTSW,SEWING,0.04179602,Time alloc.
8330001OT,[M]Other Tax and duty,CPRA01,RA1,0.05616792,Time alloc.
8330001OT,[M]Other Tax and duty,CPRA02,RA2,0.08584977,Time alloc.
8330001OT,[M]Other Tax and duty,CPRA03,RA3,0.14538856,Time alloc.
8330001OT,[M]Other Tax and duty,CPRA04,RA4,0.0964443,Time alloc.
8330001OT,[M]Other Tax and duty,CPRE01,RE1,0.08550753,Time alloc.
8330001OT,[M]Other Tax and duty,CPRE02,RE2,0.17631148,Time alloc.
8330001OT,[M]Other Tax and duty,CPRE03,RE3,0.11900409,Time alloc.
8330001OT,[M]Other Tax and duty,CPRE04,RE4,0.10679658,Time alloc.
8330001OT,[M]Other Tax and duty,CPRE05,RE5,0.10925506,Time alloc.
8330001OT,[M]Other Tax and duty,CPSL01,Sunline1,0.19373888,Time alloc.
8330001OT,[M]Other Tax and duty,CPSY01,Synchro 1,0.2058857,Time alloc.
8330001OT,[M]Other Tax and duty,CPSY02,Synchro 2,0.20941798,Time alloc.
8330001OT,[M]Other Tax and duty,CPSY03,Synchro 3,0.95065828,Time alloc.
8330001OT,[M]Other Tax and duty,CPSY04,Synchro 4,0.01955685,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP01,WP1,0.06045621,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP02,WP2,0.09584281,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP03,WP3,0.10123948,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP04,WP4,0.12022644,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP06,WP6,0.12714323,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP07,WP7,0.13772459,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP08,WP8,0.08565271,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP09,WP9,0.10371408,Time alloc.
8330001OT,[M]Other Tax and duty,CPWP10,WP10,0.04825205,Time alloc.
8330001OT,[M]Other Tax and duty,CPWPAB,AIR BAG,0.05095381,Time alloc.
8330001OT,[M]Other Tax and duty,CPWPDL,D LINE,0.17182917,Time alloc.
8330001OT,[M]Other Tax and duty,CPWPLL,LONG LINE,0.06200316,Time alloc.
8340001,[M]Depreciation,CPAT01,AT-1,0.98574564,Time alloc.
8340001,[M]Depreciation,CPAT02,AT-2,0.33852745,Time alloc.
